year,rank,song,name,peak,previous,streak,streams,movement
2019,13, Happier,Marshmello,8,8,8,6640943,5
2019,14," thank u, next",Ariana Grande,1,1,1,6461526,13
2019,15, ZEZE (feat. Travis Scott & Offset),Kodak Black,1,1,1,6361669,14
2019,16, Mo Bamba,Sheck Wes,1,1,1,6047127,15
2019,17, Dancing With A Stranger (with Normani),Sam Smith,12,12,12,5856069,5
2019,18, Keanu Reeves,Logic,13,13,13,5369783,5
2019,19, Saturday Nights,Khalid,14,14,14,5331381,5
2019,20, Leave Me Alone,Flipp Dinero,10,10,10,5228537,10
2019,21, Nights Like This (feat. Ty Dolla $ign),Kehlani,21,21,21,5141519,0
2019,22, Wake Up in the Sky,Gucci Mane,6,6,6,5111560,16
2019,23, i'm so tired...,Lauv,23,23,23,4812021,0
2019,24, Lucid Dreams,Juice WRLD,1,1,1,4768152,23
2019,25, SAD!,XXXTENTACION,1,1,1,4695842,24
2019,26, when the party's over,Billie Eilish,12,12,12,4662338,14
2019,27, Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,27,27,27,4575783,0
2019,28, Better Now,Post Malone,1,1,1,4540171,27
2019,29, Armed And Dangerous,Juice WRLD,9,9,9,4486693,20
2019,30, Splashin,Rich The Kid,30,30,30,4444881,0
2019,31, Money,Cardi B,17,17,17,4420447,14
2019,32, Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,17,17,17,4399111,15
2019,33, High Hopes,Panic! At The Disco,13,13,13,4365653,20
2019,34, Eastside (with Halsey & Khalid),benny blanco,10,10,10,4246310,24
2019,35, Better,Khalid,9,9,9,4194082,26
2019,36, Moonlight,XXXTENTACION,3,3,3,3972482,33
2019,37, lovely (with Khalid),Billie Eilish,24,24,24,3924346,13
2019,38, One Call,Gunna,38,38,38,3882313,0
2019,39, Space Cadet (feat. Gunna),Metro Boomin,20,20,20,3821697,19
2019,40, Hope,The Chainsmokers,40,40,40,3813062,0
2019,41, MIA,Bad Bunny,2,2,2,3751071,39
2019,42, Pure Water (with Migos),Mustard,42,42,42,3737381,0
2019,43, First Off (feat. Travis Scott),Future,17,17,17,3722409,26
2019,44, Taste (feat. Offset),Tyga,4,4,4,3566021,40
2019,45, Shallow,Lady Gaga,11,11,11,3404544,34
2019,46, Jocelyn Flores,XXXTENTACION,3,3,3,3391855,43
2019,47, rockstar (feat. 21 Savage),Post Malone,1,1,1,3298741,46
2019,48, idontwannabeyouanymore,Billie Eilish,48,48,48,3242721,0
2019,49, Let Me Down Slowly,Alec Benjamin,49,49,49,3186940,0
2019,50, Crushed Up,Future,20,20,20,3179802,30
2019,51, Nonstop,Drake,1,1,1,3151656,50
2019,52, Pure Cocaine,Lil Baby,52,52,52,3134323,0
2019,53, YOSEMITE,Travis Scott,7,7,7,3117327,46
2019,54, Calling My Spirit,Kodak Black,31,31,31,3105218,23
2019,55, Sweet but Psycho,Ava Max,36,36,36,3078080,19
2019,56, Noticed,Lil Mosey,20,20,20,3038842,36
2019,57, Roses (feat. Juice WRLD & Brendon Urie),benny blanco,46,46,46,3029933,11
2019,58, Nuketown (feat. Juice WRLD),Ski Mask The Slump God,18,18,18,3008531,40
2019,59, Racks on Racks,Lil Pump,59,59,59,2998899,0
2019,60, I Like It,Cardi B,3,3,3,2931694,57
2019,61, whoa (mind in awe),XXXTENTACION,2,2,2,2909639,59
2019,62," Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,7,7,7,2906973,55
2019,63, Yes Indeed,Lil Baby,2,2,2,2897502,61
2019,64, Lost in the Fire (feat. The Weeknd),Gesaffelstein,7,7,7,2872821,57
2019,65, Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,33,33,33,2869910,32
2019,66, Sauce!,XXXTENTACION,28,28,28,2845866,38
2019,67, I Fall Apart,Post Malone,2,2,2,2844720,65
2019,68, Envy Me,Calboy,68,68,68,2815532,0
2019,69, Psycho (feat. Ty Dolla $ign),Post Malone,2,2,2,2795787,67
2019,70, No Stylist (feat. Drake),French Montana,21,21,21,2780972,49
2019,71, monster,21 Savage,16,16,16,2754998,55
2019,72, Fuck Love,XXXTENTACION,8,8,8,2749732,64
2019,73, KIKA (feat. Tory Lanez),6ix9ine,9,9,9,2744416,64
2019,74, Murder on My Mind,YNW Melly,74,74,74,2716551,0
2019,75, Fine China,Future,6,6,6,2713857,69
2019,76, imagine,Ariana Grande,7,7,7,2649057,69
2019,77, Beautiful (feat. Camila Cabello),Bazzi,30,30,30,2647624,47
2019,78, God's Plan,Drake,1,1,1,2644638,77
2019,79, Youngblood,5 Seconds of Summer,17,17,17,2643564,62
2019,80, BAD!,XXXTENTACION,2,2,2,2641764,78
2019,81, Best Part (feat. H.E.R.),Daniel Caesar,71,71,71,2630070,10
2019,82, Faucet Failure,Ski Mask The Slump God,68,68,68,2621688,14
2019,83, 10 Freaky Girls (with 21 Savage),Metro Boomin,11,11,11,2609942,72
2019,84," Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,3,3,3,2579089,81
2019,85, bellyache,Billie Eilish,49,49,49,2562361,36
2019,86, Be Alright,Dean Lewis,31,31,31,2556316,55
2019,87, FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,2,2,2,2532268,85
2019,88, All Girls Are The Same,Juice WRLD,13,13,13,2528633,75
2019,89, Ric Flair Drip (with Metro Boomin),Offset,4,4,4,2500336,85
2019,90, Look Alive (feat. Drake),BlocBoy JB,3,3,3,2484675,87
2019,91, Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,8,8,8,2479613,83
2019,92, ocean eyes,Billie Eilish,78,78,78,2473382,14
2019,93, Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,36,36,36,2452230,57
2019,94, changes,XXXTENTACION,7,7,7,2449999,87
2019,95, Bleed It,Blueface,95,95,95,2445246,0
2019,96, I Like Me Better,Lauv,30,30,30,2396419,66
2019,97, no tears left to cry,Ariana Grande,9,9,9,2376923,88
2019,98, Mixed Personalities (feat. Kanye West),YNW Melly,95,95,95,2353679,3
2019,99," Swan Song - From the Motion Picture ""Alita: Battle Angel""",Dua Lipa,42,42,42,2348011,57
2019,100, Bohemian Rhapsody - Remastered 2011,Queen,42,42,42,2334163,58
2019,101, Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,6,6,6,2333438,95
2019,102, Lie To Me (feat. Julia Michaels),5 Seconds of Summer,102,102,102,2330411,0
2019,103, Secreto,Anuel AA,96,96,96,2325287,7
2019,104, This Feeling,The Chainsmokers,25,25,25,2304601,79
2019,105, Congratulations,Post Malone,5,5,5,2282630,100
2019,106, breathin,Ariana Grande,5,5,5,2267170,101
2019,107, XO Tour Llif3,Lil Uzi Vert,2,2,2,2219041,105
2019,108, Topanga,Trippie Redd,11,11,11,2210985,97
2019,109, goosebumps,Travis Scott,16,16,16,2205352,93
2019,110, Lean Wit Me,Juice WRLD,28,28,28,2194117,82
2019,111, Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,54,54,54,2189610,57
2019,112, Love Lies (with Normani),Khalid,9,9,9,2177706,103
2019,113, Falling Down - Bonus Track,Lil Peep,1,1,1,2168913,112
2019,114, Meant to Be (feat. Florida Georgia Line),Bebe Rexha,16,16,16,2148913,98
2019,115, 1400 / 999 Freestyle (feat. Juice WRLD),Trippie Redd,23,23,23,2141970,92
2019,116, In My Feelings,Drake,1,1,1,2140550,115
2019,117, Speechless,Dan + Shay,85,85,85,2108840,32
2019,118," BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,24,24,24,2108288,94
2019,119, Giant (with Rag'n'Bone Man),Calvin Harris,48,48,48,2093266,71
2019,120, Everybody Dies In Their Nightmares,XXXTENTACION,15,15,15,2091865,105
2019,121, Trip,Ella Mai,39,39,39,2082273,82
2019,122, Butterfly Doors,Lil Pump,38,38,38,2071783,84
2019,123, can't leave without it,21 Savage,45,45,45,2053460,78
2019,124, STARGAZING,Travis Scott,3,3,3,2010117,121
2019,125, Calma - Remix,Pedro Capó,114,114,114,2007726,11
2019,126, Mine,Bazzi,4,4,4,2004651,122
2019,127, TAlk tO Me (feat. Rich The Kid & Lil Wayne) - Remix,Tory Lanez,127,127,127,1998374,0
2019,128, Twerk (feat. Cardi B),City Girls,128,128,128,1992994,0
2019,129, Nice For What,Drake,1,1,1,1978758,128
2019,130, Young Dumb & Broke,Khalid,6,6,6,1964147,124
2019,131, Undecided,Chris Brown,127,127,127,1963535,4
2019,132, Silence,Marshmello,10,10,10,1961719,122
2019,133, SLOW DANCING IN THE DARK,Joji,29,29,29,1953287,104
2019,134, Kamikaze,Lil Mosey,76,76,76,1945345,58
2019,135, Walk,Comethazine,114,114,114,1936312,21
2019,136, HUMBLE.,Kendrick Lamar,1,1,1,1934361,135
2019,137, No Role Modelz,J. Cole,65,65,65,1931489,72
2019,138, God is a woman,Ariana Grande,4,4,4,1926453,134
2019,139, 3 Nights,Dominic Fike,139,139,139,1926198,0
2019,140, Everyday,Logic,6,6,6,1922020,134
2019,141, Project Dreams,Marshmello,82,82,82,1919260,59
2019,142, Tequila,Dan + Shay,60,60,60,1918170,82
2019,143, I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),Lil Peep,143,143,143,1884888,0
2019,144, Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,90,90,90,1873846,54
2019,145, Lost In Japan,Shawn Mendes,22,22,22,1856548,123
2019,146, The Middle,Zedd,7,7,7,1847259,139
2019,147, my boy,Billie Eilish,147,147,147,1846762,0
2019,148, Candy Paint,Post Malone,4,4,4,1845336,144
2019,149, Location,Khalid,9,9,9,1840352,140
2019,150, you should see me in a crown,Billie Eilish,33,33,33,1836873,117
2019,151, Put a Date On It (feat. Lil Baby),Yo Gotti,94,94,94,1832638,57
2019,152, Alone,Marshmello,152,152,152,1824761,0
2019,153, Plug Walk,Rich The Kid,7,7,7,1794421,146
2019,154, Lucky You (feat. Joyner Lucas),Eminem,1,1,1,1791692,153
2019,155, Hide (feat. Seezyn),Juice WRLD,100,100,100,1790208,55
2019,156, What A Time (feat. Niall Horan),Julia Michaels,156,156,156,1783145,0
2019,157, Beautiful Crazy,Luke Combs,109,109,109,1780493,48
2019,158, Natural,Imagine Dragons,28,28,28,1754310,130
2019,159, Someone You Loved,Lewis Capaldi,159,159,159,1753941,0
2019,160, I Love It (& Lil Pump),Kanye West,1,1,1,1752127,159
2019,161, Look At Me!,XXXTENTACION,26,26,26,1750752,135
2019,162, New Patek,Lil Uzi Vert,4,4,4,1750152,158
2019,163, Lust,Lil Skies,79,79,79,1738394,84
2019,164, Say You Won't Let Go,James Arthur,15,15,15,1722938,149
2019,165, So Close,NOTD,165,165,165,1713289,0
2019,166, all my friends,21 Savage,20,20,20,1710562,146
2019,167, comethru,Jeremy Zucker,167,167,167,1708071,0
2019,168, Solo de Mi,Bad Bunny,55,55,55,1705714,113
2019,169, Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,11,11,11,1693156,158
2019,170, Thunder,Imagine Dragons,21,21,21,1688708,149
2019,171, Bank Account,21 Savage,1,1,1,1682317,170
2019,172, All The Stars (with SZA),Kendrick Lamar,2,2,2,1678885,170
2019,173, Hope,XXXTENTACION,28,28,28,1674435,145
2019,174, Wasted (feat. Lil Uzi Vert),Juice WRLD,20,20,20,1655686,154
2019,175, BUTTERFLY EFFECT,Travis Scott,9,9,9,1654261,166
2019,176, Ruin My Life,Zara Larsson,43,43,43,1653005,133
2019,177, FRIENDS,Marshmello,17,17,17,1652931,160
2019,178, Uproar,Lil Wayne,4,4,4,1652078,174
2019,179, Nowadays (feat. Landon Cube),Lil Skies,30,30,30,1648075,149
2019,180, REEL IT IN,Aminé,40,40,40,1641252,140
2019,181, Don't Stop Me Now - Remastered 2011,Queen,112,112,112,1621208,69
2019,182, I'm a Mess,Bebe Rexha,74,74,74,1618013,108
2019,183, come out and play,Billie Eilish,14,14,14,1615783,169
2019,184, Baila Baila Baila,Ozuna,184,184,184,1615492,0
2019,185, Don't Come Out The House (with 21 Savage),Metro Boomin,15,15,15,1613266,170
2019,186, OTW,Khalid,20,20,20,1613058,166
2019,187, Let You Down,NF,11,11,11,1611853,176
2019,188, bitches broken hearts,Billie Eilish,153,153,153,1611260,35
2019,189, Call Out My Name,The Weeknd,1,1,1,1592649,188
2019,190, Foot Fungus,Ski Mask The Slump God,34,34,34,1586434,156
2019,191, Trampoline,SHAED,95,95,95,1578735,96
2019,192," Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,19,19,19,1574534,173
2019,193, Body,Loud Luxury,26,26,26,1566927,167
2019,194, Te Boté - Remix,Nio Garcia,42,42,42,1563963,152
2019,195, Believer,Imagine Dragons,11,11,11,1557505,184
2019,196, COPYCAT,Billie Eilish,181,181,181,1555267,15
2019,197, Ella Quiere Beber - Remix,Anuel AA,197,197,197,1551068,0
2019,198, 1950,King Princess,72,72,72,1550207,126
2019,199, the remedy for a broken heart (why am I so in love),XXXTENTACION,18,18,18,1538372,181
2019,200, Walk It Talk It,Migos,6,6,6,1533466,194
2020,1, The Box,Roddy Ricch,1,1,1,19937887,0
2020,2, Life Is Good (feat. Drake),Future,2,2,2,12210480,0
2020,3, Godzilla (feat. Juice WRLD),Eminem,2,2,2,9082219,1
2020,4, ROXANNE,Arizona Zervas,1,1,1,8076667,3
2020,5, Blinding Lights,The Weeknd,3,3,3,7228787,2
2020,6, Falling,Trevor Daniel,5,5,5,7077724,1
2020,7, Circles,Post Malone,1,1,1,6803998,6
2020,8, everything i wanted,Billie Eilish,1,1,1,6775350,7
2020,9, Suicidal,YNW Melly,6,6,6,6739978,3
2020,10, High Fashion (feat. Mustard),Roddy Ricch,10,10,10,6611778,0
2020,11, BOP,DaBaby,3,3,3,6439159,8
2020,12, Dance Monkey,Tones And I,7,7,7,6244173,5
2020,13, Don't Start Now,Dua Lipa,7,7,7,6206002,6
2020,14, Ballin' (with Roddy Ricch),Mustard,11,11,11,6032185,3
2020,15, Bandit (with YoungBoy Never Broke Again),Juice WRLD,2,2,2,5731696,13
2020,16," I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,16,16,16,5724253,0
2020,17, Yummy,Justin Bieber,3,3,3,5243485,14
2020,18, TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,18,18,18,5175338,0
2020,19, Say So,Doja Cat,19,19,19,5104255,0
2020,20, You should be sad,Halsey,12,12,12,4998787,8
2020,21, SUGAR,BROCKHAMPTON,21,21,21,4741965,0
2020,22, Adore You,Harry Styles,3,3,3,4696192,19
2020,23, Woah,Lil Baby,11,11,11,4693729,12
2020,24, Futsal Shuffle 2020,Lil Uzi Vert,1,1,1,4617256,23
2020,25, OUT WEST (feat. Young Thug),JACKBOYS,6,6,6,4564843,19
2020,26, Good News,Mac Miller,3,3,3,4512799,23
2020,27, Someone You Loved,Lewis Capaldi,6,6,6,4367845,21
2020,28, Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1,1,1,4238841,27
2020,29, bad guy,Billie Eilish,1,1,1,4205890,28
2020,30, My Oh My (feat. DaBaby),Camila Cabello,15,15,15,4184316,15
2020,31, Physical,Dua Lipa,31,31,31,3960377,0
2020,32, hot girl bummer,blackbear,4,4,4,3916219,28
2020,33, HIGHEST IN THE ROOM,Travis Scott,1,1,1,3909928,32
2020,34, VIBEZ,DaBaby,7,7,7,3810849,27
2020,35, No Idea,Don Toliver,17,17,17,3797573,18
2020,36, Tusa,KAROL G,36,36,36,3699600,0
2020,37, Sum 2 Prove,Lil Baby,18,18,18,3691508,19
2020,38, Get Me,Justin Bieber,38,38,38,3672187,0
2020,39, What A Man Gotta Do,Jonas Brothers,27,27,27,3669596,12
2020,40, Memories,Maroon 5,9,9,9,3662729,31
2020,41, King Of My City,A Boogie Wit da Hoodie,41,41,41,3659455,0
2020,42, Lucid Dreams,Juice WRLD,1,1,1,3653609,41
2020,43, when the party's over,Billie Eilish,5,5,5,3649379,38
2020,44, GOODMORNINGTOKYO!,TOKYO’S REVENGE,44,44,44,3614033,0
2020,45, Robbery,Juice WRLD,3,3,3,3586816,42
2020,46," 10,000 Hours (with Justin Bieber)",Dan + Shay,2,2,2,3556867,44
2020,47, WHATS POPPIN,Jack Harlow,47,47,47,3499722,0
2020,48, Lose You To Love Me,Selena Gomez,2,2,2,3408212,46
2020,49, Suge,DaBaby,4,4,4,3336087,45
2020,50, Only The Young - Featured in Miss Americana,Taylor Swift,50,50,50,3169782,0
2020,51, Heartless,The Weeknd,1,1,1,3141857,50
2020,52, Rare,Selena Gomez,12,12,12,3081101,40
2020,53, Money In The Grave (Drake ft. Rick Ross),Drake,1,1,1,3074940,52
2020,54, ORANGE SODA,Baby Keem,54,54,54,2990002,0
2020,55, Ransom,Lil Tecca,1,1,1,2981847,54
2020,56, Truth Hurts,Lizzo,3,3,3,2916890,53
2020,57, Watermelon Sugar,Harry Styles,5,5,5,2916694,52
2020,58, Eleven,Khalid,38,38,38,2874257,20
2020,59, 223's (feat. 9lokknine),YNW Melly,5,5,5,2862667,54
2020,60, Hot [Remix] (feat. Gunna & Travis Scott),Young Thug,12,12,12,2851197,48
2020,61, lovely (feat. Khalid),Billie Eilish,24,24,24,2844829,37
2020,62, Make No Sense,YoungBoy Never Broke Again,28,28,28,2830600,34
2020,63, MIDDLE CHILD,J. Cole,1,1,1,2796437,62
2020,64, Goodbyes (feat. Young Thug),Post Malone,1,1,1,2792996,63
2020,65, Mahogany,Lil Wayne,65,65,65,2786245,0
2020,66, If the World Was Ending (feat. Julia Michaels),JP Saxe,63,63,63,2734581,3
2020,67, Before You Go,Lewis Capaldi,42,42,42,2732733,25
2020,68, No Guidance (feat. Drake),Chris Brown,5,5,5,2709983,63
2020,69, EARFQUAKE,"Tyler, The Creator",1,1,1,2688937,68
2020,70, All Girls Are The Same,Juice WRLD,13,13,13,2685808,57
2020,71, Wow.,Post Malone,2,2,2,2685805,69
2020,72, What If I Told You That I Love You,Ali Gatie,47,47,47,2670880,25
2020,73, Señorita,Shawn Mendes,1,1,1,2666680,72
2020,74, July,Noah Cyrus,56,56,56,2664141,18
2020,75, Start Wit Me (feat. Gunna),Roddy Ricch,48,48,48,2655270,27
2020,76, FML,Arizona Zervas,70,70,70,2649591,6
2020,77, Anyone,Demi Lovato,77,77,77,2643964,0
2020,78, I Don't Sleep (ft. Takeoff),Lil Wayne,78,78,78,2612267,0
2020,79, me & ur ghost,blackbear,60,60,60,2559204,19
2020,80, Camelot,NLE Choppa,10,10,10,2535938,70
2020,81, BEST ON EARTH (feat. BIA) - Bonus,Russ,81,81,81,2528178,0
2020,82, Stuck In A Dream (feat. Gunna),Lil Mosey,9,9,9,2511005,73
2020,83, Sunday Best,Surfaces,83,83,83,2491881,0
2020,84, Going Bad (feat. Drake),Meek Mill,2,2,2,2465947,82
2020,85, Baby (feat. Lil Baby & DaBaby),Quality Control,14,14,14,2452280,71
2020,86, HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,10,10,10,2446388,76
2020,87, Blue World,Mac Miller,6,6,6,2414031,81
2020,88, SLOW DANCING IN THE DARK,Joji,29,29,29,2406230,59
2020,89, Murder on My Mind,YNW Melly,4,4,4,2405736,85
2020,90, Death (feat. DaBaby),Trippie Redd,30,30,30,2394947,60
2020,91, Mama Mia,Lil Wayne,91,91,91,2374202,0
2020,92, Maniac,Conan Gray,92,92,92,2370677,0
2020,93, Vete,Bad Bunny,8,8,8,2353190,85
2020,94, Drip Too Hard (Lil Baby & Gunna),Lil Baby,1,1,1,2341389,93
2020,95," All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,64,64,64,2338482,31
2020,96, Hate Me (with Juice WRLD),Ellie Goulding,26,26,26,2315327,70
2020,97, Legends,Juice WRLD,19,19,19,2314302,78
2020,98, Pop Out (feat. Lil Tjay),Polo G,8,8,8,2308741,90
2020,99, Jocelyn Flores,XXXTENTACION,3,3,3,2301265,96
2020,100, RITMO (Bad Boys For Life),Black Eyed Peas,87,87,87,2300459,13
2020,101, Yellow Hearts,Ant Saunders,20,20,20,2278952,81
2020,102, SICKO MODE,Travis Scott,1,1,1,2263463,101
2020,103, The London (feat. J. Cole & Travis Scott),Young Thug,1,1,1,2232155,102
2020,104, Black Swan,BTS,47,47,47,2219864,57
2020,105, ocean eyes,Billie Eilish,78,78,78,2215471,27
2020,106, SAD!,XXXTENTACION,1,1,1,2212584,105
2020,107, Without Me,Halsey,5,5,5,2204335,102
2020,108, F.N,Lil Tjay,25,25,25,2195465,83
2020,109, 7 rings,Ariana Grande,1,1,1,2191680,108
2020,110, Peta (feat. Meek Mill),Roddy Ricch,60,60,60,2145791,50
2020,111, Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,3,3,3,2119847,108
2020,112, rockstar (feat. 21 Savage),Post Malone,1,1,1,2109688,111
2020,113, Funeral,Lil Wayne,113,113,113,2099704,0
2020,114, Diva (feat. Lil Tecca),The Kid LAROI,114,114,114,2092694,0
2020,115, I Fall Apart,Post Malone,2,2,2,2091237,113
2020,116, Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,7,7,7,2086877,109
2020,117, Lights Up,Harry Styles,2,2,2,2063746,115
2020,118, Falling,Harry Styles,11,11,11,2059575,107
2020,119, Lalala,Y2K,12,12,12,2057798,107
2020,120, One Man Band,Old Dominion,71,71,71,2047213,49
2020,121, Enemies (feat. DaBaby),Post Malone,4,4,4,2044060,117
2020,122, bury a friend,Billie Eilish,3,3,3,2029362,119
2020,123, Beautiful People (feat. Khalid),Ed Sheeran,4,4,4,2020134,119
2020,124, Panini,Lil Nas X,2,2,2,2005543,122
2020,125, Dreams,Lil Wayne,125,125,125,1986666,0
2020,126, You Need To Calm Down,Taylor Swift,2,2,2,1981592,124
2020,127, Armed And Dangerous,Juice WRLD,9,9,9,1974999,118
2020,128, i love you,Billie Eilish,17,17,17,1972028,111
2020,129, Juicy,Doja Cat,66,66,66,1970740,63
2020,130, Graveyard,Halsey,18,18,18,1960752,112
2020,131, I Don't Care (with Justin Bieber),Ed Sheeran & Justin Bieber,1,1,1,1952799,130
2020,132, Better Now,Post Malone,1,1,1,1947898,131
2020,133, How I Move (feat. Lil Baby),Flipp Dinero,118,118,118,1945142,15
2020,134, Old Town Road - Remix,Lil Nas X,1,1,1,1944144,133
2020,135, 6 Kiss (feat. Juice WRLD & YNW Melly),Trippie Redd,13,13,13,1943109,122
2020,136, GUESS WHAT (feat. Rick Ross),Russ,136,136,136,1938575,0
2020,137, Talk (feat. Disclosure),Khalid,6,6,6,1930859,131
2020,138, B.I.T.C.H.,Megan Thee Stallion,46,46,46,1926983,92
2020,139, Cash Shit (feat. DaBaby),Megan Thee Stallion,69,69,69,1926423,70
2020,140, Eastside (with Halsey & Khalid),benny blanco,10,10,10,1920153,130
2020,141, Sucker,Jonas Brothers,1,1,1,1908024,140
2020,142, One Thing Right,Marshmello,15,15,15,1904384,127
2020,143, VALENTINO,24kGoldn,41,41,41,1899095,102
2020,144, Sanguine Paradise,Lil Uzi Vert,6,6,6,1892173,138
2020,145, Hot (feat. Gunna),Young Thug,10,10,10,1878921,135
2020,146, Hips Don't Lie (feat. Wyclef Jean),Shakira,146,146,146,1876767,0
2020,147, goosebumps,Travis Scott,16,16,16,1871431,131
2020,148, Fuck Love,XXXTENTACION,8,8,8,1867513,140
2020,149, It's You,Ali Gatie,17,17,17,1863579,132
2020,150, Know You Know (ft. 2 Chainz),Lil Wayne,150,150,150,1861486,0
2020,151, Speechless,Dan + Shay,81,81,81,1860083,70
2020,152, Heartless (feat. Morgan Wallen),Diplo,57,57,57,1856997,95
2020,153, Lean Wit Me,Juice WRLD,28,28,28,1855844,125
2020,154, Letter to Nipsey (feat. Roddy Ricch),Meek Mill,154,154,154,1847858,0
2020,155, U Played (feat. Lil Baby),Moneybagg Yo,101,101,101,1839713,54
2020,156, wish you were gay,Billie Eilish,3,3,3,1839468,153
2020,157, Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,49,49,49,1839003,108
2020,158, XO Tour Llif3,Lil Uzi Vert,2,2,2,1820972,156
2020,159, Rodeo (feat. Nas),Lil Nas X,159,159,159,1814062,0
2020,160, Moonlight,XXXTENTACION,3,3,3,1800372,157
2020,161, Beautiful Crazy,Luke Combs,61,61,61,1796904,100
2020,162, Happier,Marshmello,8,8,8,1782191,154
2020,163, Yes Indeed,Lil Baby,2,2,2,1770305,161
2020,164, Ransom (feat. Juice WRLD) - Remix,Lil Tecca,23,23,23,1767667,141
2020,165, Bing James (feat. Jay Rock),Lil Wayne,165,165,165,1767552,0
2020,166, Callaita,Bad Bunny,41,41,41,1766831,125
2020,167, all the good girls go to hell,Billie Eilish,8,8,8,1761224,159
2020,168, Whiskey Glasses,Morgan Wallen,66,66,66,1759325,102
2020,169, The Less I Know The Better,Tame Impala,142,142,142,1747201,27
2020,170, P*$$Y Fairy (OTW),Jhené Aiko,110,110,110,1745835,60
2020,171, Never Seen the Rain,Tones And I,171,171,171,1745358,0
2020,172, Better,Khalid,9,9,9,1742602,163
2020,173," thank u, next",Ariana Grande,1,1,1,1736485,172
2020,174, Those Kinda Nights (feat. Ed Sheeran),Eminem,25,25,25,1735522,149
2020,175, Best Part (feat. H.E.R.),Daniel Caesar,68,68,68,1733731,107
2020,176, Trust Nobody (feat. Adam Levine),Lil Wayne,176,176,176,1722376,0
2020,177, you should see me in a crown,Billie Eilish,11,11,11,1720369,166
2020,178, Pure Water (feat. Migos),Mustard,13,13,13,1718947,165
2020,179, Let Me Know (I Wonder Why Freestyle),Juice WRLD,37,37,37,1714578,142
2020,180, Ayy Macarena,Tyga,151,151,151,1713603,29
2020,181, I.F.L.Y.,Bazzi,28,28,28,1711460,153
2020,182, Lose Control,MEDUZA,182,182,182,1705498,0
2020,183, Envy Me,Calboy,22,22,22,1693165,161
2020,184, Lottery (Renegade),K CAMP,184,184,184,1680369,0
2020,185, I Hope,Gabby Barrett,185,185,185,1680297,0
2020,186, Into the Unknown,Idina Menzel,37,37,37,1666381,149
2020,187, Bruises,Lewis Capaldi,114,114,114,1661213,73
2020,188, Faucet Failure,Ski Mask The Slump God,27,27,27,1655763,161
2020,189, Clap For Em,Lil Wayne,189,189,189,1651340,0
2020,190, Lover,Taylor Swift,1,1,1,1651160,189
2020,191," You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,22,22,22,1645475,169
2020,192, No Role Modelz,J. Cole,65,65,65,1645334,127
2020,193, LA CANCIÓN,J Balvin,43,43,43,1634193,150
2020,194, Hope,XXXTENTACION,28,28,28,1625493,166
2020,195, Say You Won't Let Go,James Arthur,15,15,15,1625022,180
2020,196, Heartless (with Julia Michaels & Morgan Wallen),Diplo,196,196,196,1618785,0
2020,197, 20 Min,Lil Uzi Vert,120,120,120,1617784,77
2020,198, Stop Playin With Me,Lil Wayne,198,198,198,1616361,0
2020,199, Noticed,Lil Mosey,20,20,20,1616209,179
2020,200, Shotta Flow (feat. Blueface) - Remix,NLE Choppa,20,20,20,1612707,180
2021,1, drivers license,Olivia Rodrigo,1,1,1,11754368,0
2021,2, Save Your Tears,The Weeknd,2,2,2,7611570,0
2021,3, Good Days,SZA,1,1,1,7462224,2
2021,4, Blinding Lights,The Weeknd,1,1,1,6944779,3
2021,5, Up,Cardi B,5,5,5,6865504,0
2021,6, Streets,Doja Cat,3,3,3,6491672,3
2021,7, Whoopty,CJ,4,4,4,5061462,3
2021,8, Mood (feat. iann dior),24kGoldn,2,2,2,4449275,6
2021,9, Levitating (feat. DaBaby),Dua Lipa,9,9,9,4302003,0
2021,10, DÁKITI,Bad Bunny,1,1,1,4282307,9
2021,11, 34+35,Ariana Grande,2,2,2,4213276,9
