year,rank,song,name,peak,previous,streak,streams,movement,halftime
2020,53,Money In The Grave,Rick Ross,1,1,1,3074940,52,0
2020,54,ORANGE SODA,Baby Keem,54,54,54,2990002,0,0
2020,55,Ransom,Lil Tecca,1,1,1,2981847,54,0
2020,56,Truth Hurts,Lizzo,3,3,3,2916890,53,0
2020,57,Watermelon Sugar,Harry Styles,5,5,5,2916694,52,0
2020,58,Eleven,Khalid,38,38,38,2874257,20,0
2020,59,223's,YNW Melly,5,5,5,2862667,54,0
2020,59,223's,9lokknine,5,5,5,2862667,54,0
2020,60,Hot [Remix],Young Thug,12,12,12,2851197,48,0
2020,60,Hot [Remix],Gunna,12,12,12,2851197,48,0
2020,60,Hot [Remix],Travis Scott,12,12,12,2851197,48,0
2020,61,lovely,Billie Eilish,24,24,24,2844829,37,0
2020,61,lovely,Khalid,24,24,24,2844829,37,0
2020,62,Make No Sense,YoungBoy Never Broke Again,28,28,28,2830600,34,0
2020,63,MIDDLE CHILD,J. Cole,1,1,1,2796437,62,0
2020,64,Goodbyes,Post Malone,1,1,1,2792996,63,0
2020,64,Goodbyes,Young Thug,1,1,1,2792996,63,0
2020,65,Mahogany,Lil Wayne,65,65,65,2786245,0,0
2020,66,If the World Was Ending,JP Saxe,63,63,63,2734581,3,0
2020,66,If the World Was Ending,Julia Michaels,63,63,63,2734581,3,0
2020,67,Before You Go,Lewis Capaldi,42,42,42,2732733,25,0
2020,68,No Guidance,Chris Brown,5,5,5,2709983,63,0
2020,68,No Guidance,Drake,5,5,5,2709983,63,0
2020,69,EARFQUAKE,"Tyler, The Creator",1,1,1,2688937,68,0
2020,70,All Girls Are The Same,Juice WRLD,13,13,13,2685808,57,0
2020,71,Wow.,Post Malone,2,2,2,2685805,69,0
2020,72,What If I Told You That I Love You,Ali Gatie,47,47,47,2670880,25,0
2020,73,Señorita,Shawn Mendes,1,1,1,2666680,72,0
2020,74,July,Noah Cyrus,56,56,56,2664141,18,0
2020,75,Start Wit Me,Roddy Ricch,48,48,48,2655270,27,0
2020,75,Start Wit Me,Gunna,48,48,48,2655270,27,0
2020,76,FML,Arizona Zervas,70,70,70,2649591,6,0
2020,77,Anyone,Demi Lovato,77,77,77,2643964,0,0
2020,78,I Don't Sleep,Lil Wayne,78,78,78,2612267,0,0
2020,78,I Don't Sleep,Takeoff,78,78,78,2612267,0,0
2020,79,me & ur ghost,blackbear,60,60,60,2559204,19,0
2020,80,Camelot,NLE Choppa,10,10,10,2535938,70,0
2020,81,BEST ON EARTH,Russ,81,81,81,2528178,0,0
2020,81,BEST ON EARTH,BIA,81,81,81,2528178,0,0
2020,82,Stuck In A Dream,Lil Mosey,9,9,9,2511005,73,0
2020,82,Stuck In A Dream,Gunna,9,9,9,2511005,73,0
2020,83,Sunday Best,Surfaces,83,83,83,2491881,0,0
2020,84,Going Bad,Meek Mill,2,2,2,2465947,82,0
2020,84,Going Bad,Drake,2,2,2,2465947,82,0
2020,85,Baby,Quality Control,14,14,14,2452280,71,0
2020,85,Baby,Lil Baby,14,14,14,2452280,71,0
2020,85,Baby,DaBaby,14,14,14,2452280,71,0
2020,86,HIGHEST IN THE ROOM,Travis Scott,10,10,10,2446388,76,0
2020,86,HIGHEST IN THE ROOM,ROSALÍA,10,10,10,2446388,76,0
2020,86,HIGHEST IN THE ROOM,Lil Baby,10,10,10,2446388,76,0
2020,87,Blue World,Mac Miller,6,6,6,2414031,81,0
2020,88,SLOW DANCING IN THE DARK,Joji,29,29,29,2406230,59,0
2020,89,Murder on My Mind,YNW Melly,4,4,4,2405736,85,0
2020,90,Death,Trippie Redd,30,30,30,2394947,60,0
2020,90,Death,DaBaby,30,30,30,2394947,60,0
2020,91,Mama Mia,Lil Wayne,91,91,91,2374202,0,0
2020,92,Maniac,Conan Gray,92,92,92,2370677,0,0
2020,93,Vete,Bad Bunny,8,8,8,2353190,85,1
2020,94,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1,1,1,2341389,93,0
2020,95,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,64,64,64,2338482,31,0
2020,96,Hate Me,Ellie Goulding,26,26,26,2315327,70,0
2020,96,Hate Me,Juice WRLD,26,26,26,2315327,70,0
2020,97,Legends,Juice WRLD,19,19,19,2314302,78,0
2020,98,Pop Out,Polo G,8,8,8,2308741,90,0
2020,98,Pop Out,Lil Tjay,8,8,8,2308741,90,0
2020,99,Jocelyn Flores,XXXTENTACION,3,3,3,2301265,96,0
2020,100,RITMO (Bad Boys For Life),Black Eyed Peas,87,87,87,2300459,13,0
2020,101,Yellow Hearts,Ant Saunders,20,20,20,2278952,81,0
2020,102,SICKO MODE,Travis Scott,1,1,1,2263463,101,0
2020,103,The London,Young Thug,1,1,1,2232155,102,0
2020,103,The London,J. Cole,1,1,1,2232155,102,0
2020,103,The London,Travis Scott,1,1,1,2232155,102,0
2020,104,Black Swan,BTS,47,47,47,2219864,57,0
2020,105,ocean eyes,Billie Eilish,78,78,78,2215471,27,0
2020,106,SAD!,XXXTENTACION,1,1,1,2212584,105,0
2020,107,Without Me,Halsey,5,5,5,2204335,102,0
2020,108,F.N,Lil Tjay,25,25,25,2195465,83,0
2020,109,7 rings,Ariana Grande,1,1,1,2191680,108,0
2020,110,Peta,Roddy Ricch,60,60,60,2145791,50,0
2020,110,Peta,Meek Mill,60,60,60,2145791,50,0
2020,111,Take What You Want,Post Malone,3,3,3,2119847,108,0
2020,111,Take What You Want,Ozzy Osbourne,3,3,3,2119847,108,0
2020,111,Take What You Want,Travis Scott,3,3,3,2119847,108,0
2020,112,rockstar,Post Malone,1,1,1,2109688,111,0
2020,112,rockstar,21 Savage,1,1,1,2109688,111,0
2020,113,Funeral,Lil Wayne,113,113,113,2099704,0,0
2020,114,Diva,The Kid LAROI,114,114,114,2092694,0,0
2020,114,Diva,Lil Tecca,114,114,114,2092694,0,0
2020,115,I Fall Apart,Post Malone,2,2,2,2091237,113,0
2020,116,Swervin,A Boogie Wit da Hoodie,7,7,7,2086877,109,0
2020,116,Swervin,6ix9ine,7,7,7,2086877,109,0
2020,117,Lights Up,Harry Styles,2,2,2,2063746,115,0
2020,118,Falling,Harry Styles,11,11,11,2059575,107,0
2020,119,Lalala,Y2K,12,12,12,2057798,107,0
2020,120,One Man Band,Old Dominion,71,71,71,2047213,49,0
2020,121,Enemies,Post Malone,4,4,4,2044060,117,0
2020,121,Enemies,DaBaby,4,4,4,2044060,117,0
2020,122,bury a friend,Billie Eilish,3,3,3,2029362,119,0
2020,123,Beautiful People,Ed Sheeran,4,4,4,2020134,119,0
2020,123,Beautiful People,Khalid,4,4,4,2020134,119,0
2020,124,Panini,Lil Nas X,2,2,2,2005543,122,0
2020,125,Dreams,Lil Wayne,125,125,125,1986666,0,0
2020,126,You Need To Calm Down,Taylor Swift,2,2,2,1981592,124,0
2020,127,Armed And Dangerous,Juice WRLD,9,9,9,1974999,118,0
2020,128,i love you,Billie Eilish,17,17,17,1972028,111,0
2020,129,Juicy,Doja Cat,66,66,66,1970740,63,0
2020,130,Graveyard,Halsey,18,18,18,1960752,112,0
2020,131,I Don't Care,Ed Sheeran & Justin Bieber,1,1,1,1952799,130,0
2020,131,I Don't Care,Justin Bieber,1,1,1,1952799,130,0
2020,132,Better Now,Post Malone,1,1,1,1947898,131,0
2020,133,How I Move,Flipp Dinero,118,118,118,1945142,15,0
2020,133,How I Move,Lil Baby,118,118,118,1945142,15,0
2020,134,Old Town Road - Remix,Lil Nas X,1,1,1,1944144,133,0
2020,135,6 Kiss,Trippie Redd,13,13,13,1943109,122,0
2020,135,6 Kiss,Juice WRLD,13,13,13,1943109,122,0
2020,135,6 Kiss,YNW Melly,13,13,13,1943109,122,0
2020,136,GUESS WHAT,Russ,136,136,136,1938575,0,0
2020,136,GUESS WHAT,Rick Ross,136,136,136,1938575,0,0
2020,137,Talk,Khalid,6,6,6,1930859,131,0
2020,137,Talk,Disclosure,6,6,6,1930859,131,0
2020,138,B.I.T.C.H.,Megan Thee Stallion,46,46,46,1926983,92,0
2020,139,Cash Shit,Megan Thee Stallion,69,69,69,1926423,70,0
2020,139,Cash Shit,DaBaby,69,69,69,1926423,70,0
2020,140,Eastside,benny blanco,10,10,10,1920153,130,0
2020,140,Eastside,Halsey,10,10,10,1920153,130,0
2020,140,Eastside,Khalid,10,10,10,1920153,130,0
2020,141,Sucker,Jonas Brothers,1,1,1,1908024,140,0
2020,142,One Thing Right,Marshmello,15,15,15,1904384,127,0
2020,143,VALENTINO,24kGoldn,41,41,41,1899095,102,0
2020,144,Sanguine Paradise,Lil Uzi Vert,6,6,6,1892173,138,0
2020,145,Hot,Young Thug,10,10,10,1878921,135,0
2020,145,Hot,Gunna,10,10,10,1878921,135,0
2020,146,Hips Don't Lie,Shakira,146,146,146,1876767,0,1
2020,146,Hips Don't Lie,Wyclef Jean,146,146,146,1876767,0,0
2020,147,goosebumps,Travis Scott,16,16,16,1871431,131,0
2020,148,Fuck Love,XXXTENTACION,8,8,8,1867513,140,0
2020,149,It's You,Ali Gatie,17,17,17,1863579,132,0
2020,150,Know You Know,Lil Wayne,150,150,150,1861486,0,0
2020,150,Know You Know,2 Chainz,150,150,150,1861486,0,0
2020,151,Speechless,Dan + Shay,81,81,81,1860083,70,0
2020,152,Heartless,Diplo,57,57,57,1856997,95,0
2020,152,Heartless,Morgan Wallen,57,57,57,1856997,95,0
2020,153,Lean Wit Me,Juice WRLD,28,28,28,1855844,125,0
2020,154,Letter to Nipsey,Meek Mill,154,154,154,1847858,0,0
2020,154,Letter to Nipsey,Roddy Ricch,154,154,154,1847858,0,0
2020,155,U Played,Moneybagg Yo,101,101,101,1839713,54,0
2020,155,U Played,Lil Baby,101,101,101,1839713,54,0
2020,156,wish you were gay,Billie Eilish,3,3,3,1839468,153,0
2020,157,Tip Toe,Roddy Ricch,49,49,49,1839003,108,0
2020,157,Tip Toe,A Boogie Wit da Hoodie,49,49,49,1839003,108,0
2020,158,XO Tour Llif3,Lil Uzi Vert,2,2,2,1820972,156,0
2020,159,Rodeo,Lil Nas X,159,159,159,1814062,0,0
2020,159,Rodeo,Nas,159,159,159,1814062,0,0
2020,160,Moonlight,XXXTENTACION,3,3,3,1800372,157,0
2020,161,Beautiful Crazy,Luke Combs,61,61,61,1796904,100,0
2020,162,Happier,Marshmello,8,8,8,1782191,154,0
2020,163,Yes Indeed,Lil Baby,2,2,2,1770305,161,0
2020,164,Ransom,Lil Tecca,23,23,23,1767667,141,0
2020,164,Ransom,Juice WRLD,23,23,23,1767667,141,0
2020,165,Bing James,Lil Wayne,165,165,165,1767552,0,0
2020,165,Bing James,Jay Rock,165,165,165,1767552,0,0
2020,166,Callaita,Bad Bunny,41,41,41,1766831,125,1
2020,167,all the good girls go to hell,Billie Eilish,8,8,8,1761224,159,0
2020,168,Whiskey Glasses,Morgan Wallen,66,66,66,1759325,102,0
2020,169,The Less I Know The Better,Tame Impala,142,142,142,1747201,27,0
2020,170,P*$$Y Fairy (OTW),Jhené Aiko,110,110,110,1745835,60,0
2020,171,Never Seen the Rain,Tones And I,171,171,171,1745358,0,0
2020,172,Better,Khalid,9,9,9,1742602,163,0
2020,173,"thank u, next",Ariana Grande,1,1,1,1736485,172,0
2020,174,Those Kinda Nights,Eminem,25,25,25,1735522,149,0
2020,174,Those Kinda Nights,Ed Sheeran,25,25,25,1735522,149,0
2020,175,Best Part,Daniel Caesar,68,68,68,1733731,107,0
2020,175,Best Part,H.E.R.,68,68,68,1733731,107,0
2020,176,Trust Nobody,Lil Wayne,176,176,176,1722376,0,0
2020,176,Trust Nobody,Adam Levine,176,176,176,1722376,0,0
2020,177,you should see me in a crown,Billie Eilish,11,11,11,1720369,166,0
2020,178,Pure Water,Mustard,13,13,13,1718947,165,0
2020,178,Pure Water,Migos,13,13,13,1718947,165,0
2020,179,Let Me Know (I Wonder Why Freestyle),Juice WRLD,37,37,37,1714578,142,0
2020,180,Ayy Macarena,Tyga,151,151,151,1713603,29,0
2020,181,I.F.L.Y.,Bazzi,28,28,28,1711460,153,0
2020,182,Lose Control,MEDUZA,182,182,182,1705498,0,0
2020,183,Envy Me,Calboy,22,22,22,1693165,161,0
2020,184,Lottery (Renegade),K CAMP,184,184,184,1680369,0,0
2020,185,I Hope,Gabby Barrett,185,185,185,1680297,0,0
2020,186,Into the Unknown,Idina Menzel,37,37,37,1666381,149,0
2020,187,Bruises,Lewis Capaldi,114,114,114,1661213,73,0
2020,188,Faucet Failure,Ski Mask The Slump God,27,27,27,1655763,161,0
2020,189,Clap For Em,Lil Wayne,189,189,189,1651340,0,0
2020,190,Lover,Taylor Swift,1,1,1,1651160,189,0
2020,191,You Gon’ Learn,Eminem,22,22,22,1645475,169,0
2020,191,You Gon’ Learn,"Royce Da 5'9""",22,22,22,1645475,169,0
2020,191,You Gon’ Learn,White Gold,22,22,22,1645475,169,0
2020,192,No Role Modelz,J. Cole,65,65,65,1645334,127,0
2020,193,LA CANCIÓN,J Balvin,43,43,43,1634193,150,1
2020,194,Hope,XXXTENTACION,28,28,28,1625493,166,0
2020,195,Say You Won't Let Go,James Arthur,15,15,15,1625022,180,0
2020,196,Heartless,Diplo,196,196,196,1618785,0,0
2020,196,Heartless,Julia Michaels,196,196,196,1618785,0,0
2020,196,Heartless,Morgan Wallen,196,196,196,1618785,0,0
2020,197,20 Min,Lil Uzi Vert,120,120,120,1617784,77,0
2020,198,Stop Playin With Me,Lil Wayne,198,198,198,1616361,0,0
2020,199,Noticed,Lil Mosey,20,20,20,1616209,179,0
2020,200,Shotta Flow,NLE Choppa,20,20,20,1612707,180,0
2020,200,Shotta Flow,Blueface,20,20,20,1612707,180,0
2021,1,drivers license,Olivia Rodrigo,1,1,1,11754368,0,0
2021,2,Save Your Tears,The Weeknd,2,2,2,7611570,0,1
2021,3,Good Days,SZA,1,1,1,7462224,2,0
2021,4,Blinding Lights,The Weeknd,1,1,1,6944779,3,1
2021,5,Up,Cardi B,5,5,5,6865504,0,0
2021,6,Streets,Doja Cat,3,3,3,6491672,3,0
2021,7,Whoopty,CJ,4,4,4,5061462,3,0
2021,8,Mood,24kGoldn,2,2,2,4449275,6,0
2021,8,Mood,iann dior,2,2,2,4449275,6,0
2021,9,Levitating,Dua Lipa,9,9,9,4302003,0,0
2021,9,Levitating,DaBaby,9,9,9,4302003,0,0
2021,10,DÁKITI,Bad Bunny,1,1,1,4282307,9,0
2021,11,34+35,Ariana Grande,2,2,2,4213276,9,0
2021,12,WITHOUT YOU,The Kid LAROI,8,8,8,4192149,4,0
2021,13,Lemonade,Internet Money,1,1,1,4040876,12,0
2021,13,Lemonade,NAV,1,1,1,4040876,12,0
2021,14,Best Friend,Saweetie,14,14,14,3975314,0,0
2021,14,Best Friend,Doja Cat,14,14,14,3975314,0,0
2021,15,Wasted On You,Morgan Wallen,3,3,3,3856995,12,0
2021,16,positions,Ariana Grande,1,1,1,3798228,15,0
2021,17,Sand In My Boots,Morgan Wallen,13,13,13,3783529,4,0
2021,18,For The Night,Pop Smoke,2,2,2,3676460,16,0
2021,18,For The Night,Lil Baby,2,2,2,3676460,16,0
2021,18,For The Night,DaBaby,2,2,2,3676460,16,0
2021,19,Sweater Weather,The Neighbourhood,19,19,19,3488447,0,0
2021,20,Somebody’s Problem,Morgan Wallen,4,4,4,3479801,16,0
2021,21,What You Know Bout Love,Pop Smoke,6,6,6,3472887,15,0
2021,22,WAP,Cardi B,1,1,1,3460247,21,0
2021,22,WAP,Megan Thee Stallion,1,1,1,3460247,21,0
2021,23,Heat Waves,Glass Animals,23,23,23,3399493,0,0
2021,24,my ex's best friend,mgk,11,11,11,3322984,13,0
2021,24,my ex's best friend,blackbear,11,11,11,3322984,13,0
2021,25,Laugh Now Cry Later,Drake,2,2,2,3307346,23,0
2021,25,Laugh Now Cry Later,Lil Durk,2,2,2,3307346,23,0
2021,26,Therefore I Am,Billie Eilish,1,1,1,3269724,25,0
2021,27,The Hills,The Weeknd,27,27,27,3235072,0,1
2021,28,Body,Megan Thee Stallion,13,13,13,3175226,15,0
2021,29,Wishing Well,Juice WRLD,1,1,1,3149013,28,0
2021,30,Back in Blood,Pooh Shiesty,30,30,30,3134927,0,0
2021,30,Back in Blood,Lil Durk,30,30,30,3134927,0,0
2021,31,Anyone,Justin Bieber,2,2,2,3069676,29,0
2021,32,All Girls Are The Same,Juice WRLD,13,13,13,3049509,19,0
2021,33,Bad Boy,Juice WRLD,3,3,3,3039699,30,0
2021,33,Bad Boy,Young Thug,3,3,3,3039699,30,0
2021,34,you broke me first,Tate McRae,16,16,16,3027812,18,0
2021,35,ROCKSTAR,DaBaby,1,1,1,2862621,34,0
2021,35,ROCKSTAR,Roddy Ricch,1,1,1,2862621,34,0
2021,36,Cry Baby,Megan Thee Stallion,36,36,36,2838586,0,0
2021,36,Cry Baby,DaBaby,36,36,36,2838586,0,0
2021,37,GNF (OKOKOK),Polo G,37,37,37,2791406,0,0
2021,38,Lucid Dreams,Juice WRLD,1,1,1,2777189,37,0
2021,39,Come & Go,Juice WRLD,1,1,1,2771092,38,0
2021,39,Come & Go,Marshmello,1,1,1,2771092,38,0
2021,40,Martin & Gina,Polo G,23,23,23,2762088,17,0
2021,41,Goosebumps - Remix,Travis Scott,41,41,41,2746518,0,0
2021,42,willow,Taylor Swift,1,1,1,2720477,41,0
2021,43,7 Summers,Morgan Wallen,3,3,3,2657382,40,0
2021,44,Blueberry Faygo,Lil Mosey,2,2,2,2652286,42,0
2021,45,Tyler Herro,Jack Harlow,9,9,9,2647394,36,0
2021,46,Robbery,Juice WRLD,3,3,3,2637185,43,0
2021,47,Heather,Conan Gray,9,9,9,2630044,38,0
2021,48,More Than My Hometown,Morgan Wallen,21,21,21,2614014,27,0
2021,49,Whats Poppin,Jack Harlow,2,2,2,2586531,47,0
2021,49,Whats Poppin,DaBaby,2,2,2,2586531,47,0
2021,49,Whats Poppin,Tory Lanez,2,2,2,2586531,47,0
2021,49,Whats Poppin,Lil Wayne,2,2,2,2586531,47,0
2021,50,Starboy,The Weeknd,3,3,3,2571675,47,1
2021,51,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1,1,1,2555960,50,0
2021,52,Circles,Post Malone,1,1,1,2478295,51,0
2021,53,HOLIDAY,Lil Nas X,14,14,14,2464336,39,0
2021,54,Bang!,AJR,54,54,54,2448331,0,0
2021,55,On Me,Lil Baby,37,37,37,2448162,18,0
2021,56,865,Morgan Wallen,15,15,15,2447762,41,0
2021,57,Someone You Loved,Lewis Capaldi,6,6,6,2422483,51,0
2021,58,The Box,Roddy Ricch,1,1,1,2408058,57,0
2021,59,Opp Stoppa,YBN Nahmir,59,59,59,2375449,0,0
2021,59,Opp Stoppa,21 Savage,59,59,59,2375449,0,0
2021,60,Whiskey Glasses,Morgan Wallen,59,59,59,2359498,1,0
2021,61,Way Out,Jack Harlow,24,24,24,2355465,37,0
2021,61,Way Out,Big Sean,24,24,24,2355465,37,0
2021,62,Daddy Issues,The Neighbourhood,61,61,61,2343821,1,0
2021,63,In Your Eyes,The Weeknd,3,3,3,2334343,60,1
2021,64,Glad You Exist,Dan + Shay,64,64,64,2333776,0,0
2021,65,Cover Me Up,Morgan Wallen,30,30,30,2324373,35,0
2021,66,Hello,Pop Smoke,31,31,31,2314035,35,0
2021,66,Hello,A Boogie Wit da Hoodie,31,31,31,2314035,35,0
2021,67,Dreams - 2004 Remaster,Fleetwood Mac,6,6,6,2191070,61,0
2021,68,Runnin,21 Savage,3,3,3,2183886,65,0
2021,69,Dynamite,BTS,4,4,4,2180080,65,0
2021,70,Still Goin Down,Morgan Wallen,31,31,31,2177927,39,0
2021,71,Baila Conmigo,Selena Gomez,41,41,41,2175241,30,0
2021,71,Baila Conmigo,Rauw Alejandro,41,41,41,2175241,30,0
2021,72,Jocelyn Flores,XXXTENTACION,3,3,3,2171279,69,0
2021,73,SO DONE,The Kid LAROI,13,13,13,2154728,60,0
2021,74,No Role Modelz,J. Cole,65,65,65,2141231,9,0
2021,75,Dead Man Walking,Brent Faiyaz,71,71,71,2120225,4,0
2021,76,Astronaut In The Ocean,Masked Wolf,76,76,76,2114416,0,0
2021,77,Hayloft,Mother Mother,64,64,64,2110718,13,0
2021,78,Before You Go,Lewis Capaldi,42,42,42,2106680,36,0
2021,79,Dangerous,Morgan Wallen,37,37,37,2106097,42,0
2021,80,Prisoner,Miley Cyrus,16,16,16,2104073,64,0
2021,80,Prisoner,Dua Lipa,16,16,16,2104073,64,0
2021,81,Holy,Justin Bieber,3,3,3,2096563,78,0
2021,81,Holy,Chance The Rapper,3,3,3,2096563,78,0
2021,82,goosebumps,Travis Scott,8,8,8,2074208,74,0
2021,83,Life Is Good,Future,2,2,2,2069174,81,0
2021,83,Life Is Good,Drake,2,2,2,2069174,81,0
2021,84,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,5,5,5,2042451,79,0
2021,85,Watermelon Sugar,Harry Styles,4,4,4,2031163,81,0
2021,86,PRACTICE,DaBaby,46,46,46,1998418,40,0
2021,87,SLOW DANCING IN THE DARK,Joji,29,29,29,1995290,58,0
2021,88,Lonely,Justin Bieber,8,8,8,1992553,80,0
2021,88,Lonely,benny blanco,8,8,8,1992553,80,0
2021,89,Heartless,The Weeknd,1,1,1,1981809,88,1
2021,90,Still Trappin',Lil Durk,66,66,66,1963115,24,0
2021,91,death bed (coffee for your head),Powfu,9,9,9,1949426,82,0
2021,92,Electric Love,BØRNS,44,44,44,1948364,48,0
2021,93,I Feel It Coming,The Weeknd,10,10,10,1943216,83,1
2021,94,"GRAVITY (FEAT. TYLER, THE CREATOR)",Brent Faiyaz,36,36,36,1938673,58,0
2021,95,Warning,Morgan Wallen,18,18,18,1920533,77,0
2021,96,Roadtrip,Dream,96,96,96,1909963,0,0
2021,97,Skin,Sabrina Carpenter,27,27,27,1906322,70,0
2021,98,Are You Bored Yet?,Wallows,70,70,70,1892863,28,0
2021,98,Are You Bored Yet?,Clairo,70,70,70,1892863,28,0
2021,99,GO,The Kid LAROI,15,15,15,1891346,84,0
2021,99,GO,Juice WRLD,15,15,15,1891346,84,0
2021,100,Can't Feel My Face,The Weeknd,100,100,100,1883961,0,1
2021,101,hot girl bummer,blackbear,4,4,4,1878863,97,0
2021,102,Buss It,Erica Banks,75,75,75,1877399,27,0
2021,103,Adore You,Harry Styles,3,3,3,1875963,100,0
2021,104,Mr. Right Now,21 Savage,4,4,4,1875336,100,0
2021,104,Mr. Right Now,Drake,4,4,4,1875336,100,0
2021,105,Put Your Records On,Ritt Momney,16,16,16,1858517,89,0
2021,106,Time Today,Moneybagg Yo,106,106,106,1857312,0,0
2021,107,Dior,Pop Smoke,18,18,18,1850569,89,0
2021,108,Livin’ The Dream,Morgan Wallen,32,32,32,1846552,76,0
2021,109,POPSTAR,DJ Khaled,4,4,4,1837928,105,0
2021,109,POPSTAR,Drake,4,4,4,1837928,105,0
2021,110,Chasin' You,Morgan Wallen,55,55,55,1816538,55,0
2021,111,Go Crazy,Chris Brown,20,20,20,1809120,91,0
2021,112,LA NOCHE DE ANOCHE,Bad Bunny,18,18,18,1797585,94,0
2021,113,Masterpiece,DaBaby,63,63,63,1791957,50,0
2021,114,Mood Swings,Pop Smoke,10,10,10,1791773,104,0
2021,114,Mood Swings,Lil Tjay,10,10,10,1791773,104,0
2021,115,Star Shopping,Lil Peep,101,101,101,1790124,14,0
2021,116,SAD!,XXXTENTACION,1,1,1,1789218,115,0
2021,117,BICHOTA,KAROL G,93,93,93,1781504,24,0
2021,118,Why'd You Only Call Me When You're High?,Arctic Monkeys,111,111,111,1776952,7,0
2021,119,XO Tour Llif3,Lil Uzi Vert,2,2,2,1772970,117,0
2021,120,21,Polo G,42,42,42,1772880,78,0
2021,121,Bandit,Juice WRLD,2,2,2,1772197,119,0
2021,121,Bandit,YoungBoy Never Broke Again,2,2,2,1772197,119,0
2021,122,Moonwalking in Calabasas,DDG,40,40,40,1771596,82,0
2021,122,Moonwalking in Calabasas,Blueface,40,40,40,1771596,82,0
2021,123,Earned It (Fifty Shades Of Grey),The Weeknd,123,123,123,1769507,0,1
2021,124,HIGHEST IN THE ROOM,Travis Scott,1,1,1,1766444,123,0
2021,125,Bandido,Myke Towers,125,125,125,1762905,0,0
2021,126,"Dear Maria, Count Me In",All Time Low,90,90,90,1761327,36,0
2021,127,This Bar,Morgan Wallen,65,65,65,1758398,62,0
2021,128,34+35 Remix,Ariana Grande,4,4,4,1751570,124,0
2021,128,34+35 Remix,Doja Cat,4,4,4,1751570,124,0
2021,128,34+35 Remix,Megan Thee Stallion,4,4,4,1751570,124,0
2021,129,20 Min,Lil Uzi Vert,116,116,116,1747974,13,0
2021,130,Forever After All,Luke Combs,2,2,2,1744666,128,0
2021,131,Paradise,MEDUZA,113,113,113,1740583,18,0
2021,131,Paradise,Dermot Kennedy,113,113,113,1740583,18,0
2021,132,If the World Was Ending,JP Saxe,47,47,47,1739129,85,0
2021,132,If the World Was Ending,Julia Michaels,47,47,47,1739129,85,0
2021,133,Golden,Harry Styles,21,21,21,1738355,112,0
2021,134,Godzilla,Eminem,2,2,2,1737218,132,0
2021,134,Godzilla,Juice WRLD,2,2,2,1737218,132,0
2021,135,lovely,Billie Eilish,24,24,24,1736923,111,0
2021,135,lovely,Khalid,24,24,24,1736923,111,0
2021,136,Train Wreck,James Arthur,62,62,62,1732196,74,0
2021,137,Better Together,Luke Combs,38,38,38,1731359,99,0
2021,138,Sofia,Clairo,27,27,27,1730784,111,0
2021,139,505,Arctic Monkeys,132,132,132,1725424,7,0
2021,140,BOP,DaBaby,3,3,3,1719163,137,0
2021,141,The Business,Tiësto,141,141,141,1691480,0,0
2021,142,Line Without a Hook,Ricky Montgomery,96,96,96,1683787,46,0
2021,143,Violent,carolesdaughter,98,98,98,1683308,45,0
2021,144,MIDDLE CHILD,J. Cole,1,1,1,1678002,143,0
2021,145,Righteous,Juice WRLD,2,2,2,1676018,143,0
2021,146,Smile,Juice WRLD,2,2,2,1675768,144,0
2021,146,Smile,The Weeknd,2,2,2,1675768,144,1
2021,147,Hawái - Remix,Maluma,16,16,16,1665681,131,0
2021,148,Drankin N Smokin,Future,12,12,12,1663622,136,0
2021,149,Heartbreak Anniversary,Giveon,149,149,149,1663225,0,0
2021,150,Beautiful Crazy,Luke Combs,61,61,61,1660228,89,0
2021,151,The Less I Know The Better,Tame Impala,119,119,119,1656132,32,0
2021,152,Everybody Dies In Their Nightmares,XXXTENTACION,15,15,15,1654925,137,0
2021,153,Call Out My Name,The Weeknd,1,1,1,1652886,152,1
2021,154,Fuck Love,XXXTENTACION,8,8,8,1651922,146,0
2021,155,Don't Start Now,Dua Lipa,5,5,5,1650324,150,0
2021,156,champagne problems,Taylor Swift,2,2,2,1646037,154,0
2021,157,E-GIRLS ARE RUINING MY LIFE!,CORPSE,59,59,59,1644206,98,0
2021,158,Roses - Imanbek Remix,SAINt JHN,5,5,5,1643271,153,0
2021,159,Ballin',Mustard,11,11,11,1643026,148,0
2021,159,Ballin',Roddy Ricch,11,11,11,1643026,148,0
2021,160,Mr. Brightside,The Killers,154,154,154,1628884,6,0
2021,161,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1,1,1,1628839,160,0
2021,162,pov,Ariana Grande,8,8,8,1618007,154,0
2021,163,Take Me to Church,Hozier,163,163,163,1617977,0,0
2021,164,Errbody,Lil Baby,42,42,42,1617175,122,0
2021,165,Falling,Harry Styles,11,11,11,1612848,154,0
2021,166,SICKO MODE,Travis Scott,1,1,1,1612389,165,0
2021,167,Hate The Other Side,Juice WRLD,5,5,5,1606567,162,0
2021,167,Hate The Other Side,Marshmello,5,5,5,1606567,162,0
2021,167,Hate The Other Side,The Kid Laroi,5,5,5,1606567,162,0
